417	Jong Alkmaar	Jong PSV	1.92	3.01	2.60	1.92	1.42	1.92	1.42
418	CS Mioveni	Uni. Craiova	4.13	3.09	1.49	1.41	1.93	1.41	1.93
419	Parma (D)	Levante (D)	2.20	2.85	2.60	1.22	2.71	1.22	2.71
420	West Brom (D)	Brescia (D)	2.20	2.85	2.60	1.22	2.71	1.22	2.71
421	Brescia	Parma	2.55	2.75	2.24	1.49	1.93	1.49	1.93
422	Foggia	Catanzaro	3.58	2.73	1.69	1.47	1.83	1.47	1.83
423	Chelmsford C	Slough Town	1.42	3.30	4.34	1.79	1.50	1.79	1.50
424	Sunderland	West Brom	2.57	2.88	2.14	1.54	1.85	1.54	1.85
425	Alaves	Levante	2.14	2.66	2.78	1.36	2.19	1.36	2.19
426	Zwolle	Helmond Sport	1.14	4.70	6.63	2.44	1.23	2.44	1.23
427	FC Martigues	Concarneau	2.71	2.74	1.99	1.58	1.69	1.58	1.69
428	Boavista	V. Guimaraes	2.46	2.77	2.14	1.48	1.82	1.48	1.82
